Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_64_1PR_C64_16_1PR_L64_D31_cat	1149279	4	2m23s	0.131	0.131
C64_64_1PR_C64_16_1PR_L128_D31_cat	1217055	4	2m34s	0.198	0.175
