Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C16_32_4PR_C32_32_4PR_C64_32_4PR_F_D31_cat	102031	19	2m00s	0.376	0.3368
C32_32_4PR_C32_32_4PR_C64_32_4PR_F_D31_cat	122527	18	2m02s	0.3798	0.3512
C64_32_4PR_C32_32_4PR_C64_32_4PR_F_D31_cat	163519	18	2m04s	0.395	0.3658
C128_32_4PR_C32_32_4PR_C64_32_4PR_F_D31_cat	245503	16	2m06s	0.3918	0.3518
