Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_16_2PR_C64_2_1PR_C64_32_4PR_F_D31_cat	274655	15	2m03s	0.3856	0.3624
C64_16_2PR_C64_2_2PR_C64_32_4PR_F_D31_cat	211167	17	2m02s	0.3976	0.3718
C64_16_2PR_C64_2_4PR_C64_32_4PR_F_D31_cat	179423	19	2m04s	0.4036	0.3684
