Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_16_2PR_C32_4_2PR_C64_4_2PR_F_D31_cat	151743	19	2m03s	0.401	0.3686
C64_16_2PR_C32_4_2PR_C64_16_2PR_F_D31_cat	176319	17	2m00s	0.4082	0.3694
C64_16_2PR_C32_4_2PR_C64_32_2PR_F_D31_cat	209087	17	2m04s	0.422	0.383
