Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_16_2PR_C32_32_4PR_C64_32_4PR_F_D31_cat	171199	16	2m00s	0.3744	0.3804
C64_32_2PR_C32_32_4PR_C64_32_4PR_F_D31_cat	179391	15	2m03s	0.384	0.3586
C64_64_2PR_C32_32_4PR_C64_32_4PR_F_D31_cat	195775	13	2m00s	0.363	0.3428
