Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_16_2PR_C64_8_4PR_C64_32_4PR_F_D31_cat	203999	18	2m06s	0.4062	0.3744
C64_16_2PR_C64_16_4PR_C64_32_4PR_F_D31_cat	236767	17	2m06s	0.3996	0.371
C64_16_2PR_C64_32_4PR_C64_32_4PR_F_D31_cat	302303	15	2m01s	0.38	0.3658
