Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_64_32PR_C64_64_32PR_L64_D31_cat	1345887	24	2m00s	0.395	0.375
C64_64_32PR_C64_64_32PR_L128_D31_cat	1413663	25	2m04s	0.418	0.411
