Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_32_2PR_C32_32_4PR_C64_32_4PR_F_D31_cat	179391	16	2m06s	0.3872	0.3578
C64_32_3PR_C32_32_4PR_C64_32_4PR_F_D31_cat	169471	17	2m03s	0.3894	0.353
C64_32_4PR_C32_32_4PR_C64_32_4PR_F_D31_cat	163519	18	2m01s	0.3826	0.347
C64_32_5PR_C32_32_4PR_C64_32_4PR_F_D31_cat	161535	19	2m05s	0.4116	0.362
