Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_64_1PR_C64_16_1PR_L64_D31_cat	1182047	3	2m09s	0.087	0.139
C64_64_1PR_C64_16_1PR_L128_D31_cat	1249823	3	2m15s	0.127	0.118
