2 0.9555
3 0.81366664
4 0.856
5 0.7452
6 0.8473333
7 0.761
8 0.7895
9 0.778
10 0.7313
11 0.5639091
12 0.7416667
13 0.61023074
14 0.6819286
15 0.6026
16 0.71275
17 0.60194117
18 0.5566111
19 0.5946842
20 0.56705
21 0.61957145
22 0.55477273
23 0.60308695
24 0.567125
25 0.64564
26 0.55365384
27 0.59455556
28 0.54553574
29 0.5184138
30 0.5383667
31 0.5479355
32 0.5251875
33 0.5481515
34 0.5363824
35 0.5349143
2 0.8895
3 0.8293333
4 0.8235
5 0.8106
6 0.8566667
7 0.82585716
8 0.84025
9 0.7561111
10 0.7497
11 0.62936366
12 0.6753333
13 0.74446154
14 0.6481429
15 0.59393334
16 0.659
17 0.6504118
18 0.6844444
19 0.6931579
20 0.662
21 0.6279048
22 0.6175
23 0.5963913
24 0.545875
25 0.61824
26 0.55426925
27 0.5651852
28 0.5500714
29 0.57665515
30 0.6099667
31 0.58658063
32 0.5689688
33 0.5560909
34 0.5388824
35 0.5504571
2 0.9525
3 0.85433334
4 0.795
5 0.8042
6 0.8603333
7 0.80485713
8 0.67375
9 0.6626667
10 0.7236
11 0.75763637
12 0.72825
13 0.6876923
14 0.666
15 0.6474
16 0.589
17 0.6343529
18 0.58144444
19 0.6182632
20 0.66575
21 0.55714285
22 0.64445454
23 0.61591303
24 0.6138333
25 0.5352
26 0.56084615
27 0.60448146
28 0.56289285
29 0.5373448
30 0.5636333
31 0.58496773
32 0.56140625
33 0.56045455
34 0.5753235
35 0.54394287
2 0.989
3 0.931
4 0.8365
5 0.7888
6 0.7543333
7 0.70857143
8 0.65975
9 0.721
10 0.6013
11 0.8069091
12 0.747
13 0.77223074
14 0.6510714
15 0.6608
16 0.6945
17 0.59570587
18 0.5785556
19 0.6730526
20 0.61205
21 0.6192381
22 0.6083636
23 0.5976087
24 0.57741666
25 0.53388
26 0.55084616
27 0.5656296
28 0.5692143
29 0.5725517
30 0.5502333
31 0.55409676
32 0.5537813
33 0.55257577
34 0.5229412
35 0.5538
2 0.9865
3 0.8746667
4 0.7745
5 0.7302
6 0.8666667
7 0.7408571
8 0.795875
9 0.6851111
10 0.7253
11 0.707
12 0.69408333
13 0.6773846
14 0.6257857
15 0.60906667
16 0.6595625
17 0.6397647
18 0.62483335
19 0.62126315
20 0.57895
21 0.6068571
22 0.6365455
23 0.56378263
24 0.59920835
25 0.5854
26 0.60353845
27 0.57622224
28 0.5625357
29 0.56882757
30 0.5859333
31 0.54806453
32 0.5459375
33 0.5541212
34 0.5392059
35 0.5429429
2 0.8855
3 0.92266667
4 0.83975
5 0.8728
6 0.7418333
7 0.8751429
8 0.80675
9 0.72922224
10 0.6205
11 0.75127274
12 0.76816666
13 0.5465385
14 0.65907145
15 0.67406666
16 0.6664375
17 0.6008235
18 0.68083334
19 0.60052633
20 0.5934
21 0.6189524
22 0.62545455
23 0.6508261
24 0.5225
25 0.54868
26 0.55846155
27 0.550037
28 0.573
29 0.5797931
30 0.51886666
31 0.5525161
32 0.5763438
33 0.53948486
34 0.5530294
35 0.53557146
2 0.9485
3 0.9486667
4 0.826
5 0.7454
6 0.86516666
7 0.8232857
8 0.832625
9 0.6577778
10 0.7829
11 0.72490907
12 0.66758335
13 0.65923077
14 0.64435714
15 0.6008
16 0.654375
17 0.585
18 0.6231667
19 0.60678947
20 0.6241
21 0.632
22 0.63695455
23 0.6438696
24 0.523625
25 0.57716
26 0.60334617
27 0.54918516
28 0.56528574
29 0.5435862
30 0.52633333
31 0.5357742
32 0.55021876
33 0.5470909
34 0.55691177
35 0.55768573
2 0.991
3 0.915
4 0.86725
5 0.8768
6 0.8321667
7 0.834
8 0.749875
9 0.76244444
10 0.8415
11 0.71736366
12 0.6371667
13 0.7134615
14 0.563
15 0.621
16 0.5988125
17 0.61735296
18 0.72272223
19 0.6374737
20 0.6193
21 0.5842381
22 0.5578182
23 0.5913913
24 0.6062083
25 0.54488
26 0.5913077
27 0.5891852
28 0.54339284
29 0.5748966
30 0.58133334
31 0.5415806
32 0.5639688
33 0.55227274
34 0.5690294
35 0.534
2 0.877
3 0.8523333
4 0.85825
5 0.7366
6 0.80016667
7 0.7581428
8 0.664375
9 0.7443333
10 0.6919
11 0.7072727
12 0.72466666
13 0.64507693
14 0.5770714
15 0.55553335
16 0.58275
