Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_64_4PR_C64_16_16PR_L32_D31_cat	1127679	25	2m00s	0.344	0.362
C64_64_8PR_C64_16_16PR_L32_D31_cat	1127679	38	2m00s	0.464	0.438
C64_64_16PR_C64_16_16PR_L32_D31_cat	1127679	40	2m02s	0.476	0.396
