Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C256_16_16_L128_D31_cat	232724	2	2m20s	0.3916	0.1506
C32_4_2PR_C64_32_2PR_F_D31_cat	230516	2	2m19s	0.4718	0.1584
C64_16_1pr_5C32_4_1pr_C64_32_1pr_L64_D31_cat	132916	2	2m23s	0.313	0.0848
C64_16_2pr_5C32_4_2pr_C64_32_2pr_F_D31_cat	103732	2	2m16s	0.393	0.0896
C64_16_2pr_C32_4_2pr_C64_32_2pr_F_D31_cat	164020	2	2m19s	0.4566	0.1278
