Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_64_1PR_C64_16_1PR_L64_D31_cat	133471	5	2m11s	0.137	0.131
C64_64_1PR_C64_16_1PR_L128_D31_cat	201247	5	2m15s	0.119	0.106
