Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_16_2PR_C32_32_4PR_C64_32_4PR_F_D31_cat	171199	17	2m06s	0.3854	0.3576
C64_16_2PR_C64_32_4PR_C64_32_4PR_F_D31_cat	302303	15	2m00s	0.3992	0.367
C64_16_2PR_C128_32_4PR_C64_32_4PR_F_D31_cat	564511	14	2m05s	0.3866	0.351
