Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C256_16_16PR_L64_D_cat	117215	19	2m01s	0.258	0.26
C256_16_16PR_L64_D_bin	117215	20	2m04s	0.186	0.156
C256_16_16PR_L64_D_mse	117215	20	2m04s	0.248	0.268
