Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C256_16_16_L128_D31_cat	232724	1420	120m02s	0.823	0.5868
C32_4_2PR_C64_32_2PR_F_D31_cat	230516	1620	120m01s	0.8648	0.5776
C64_16_2pBA_C32_4_2pBA_C64_32_2pBA_F_D31_cat	164340	1560	120m00s	0.864	0.6136
C64_16_2pr_5C32_4_2pr_C64_32_2pr_F_D31_cat	103732	1920	120m02s	0.8094	0.631
C64_16_2pr_C32_4_2pr_C64_32_2pr_F_D31_cat	164020	1755	120m00s	0.8486	0.6008
