Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_16_2PR_C32_32_4PR_C64_32_4PR_F_D31_cat	171199	17	2m06s	0.3826	0.3662
C64_16_2PR_C64_32_4PR_C64_32_4PR_F_D31_cat	302303	15	2m01s	0.3862	0.3622
C64_16_2PR_C128_32_4PR_C64_32_4PR_F_D31_cat	564511	14	2m07s	0.3858	0.3564
