Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C256_16_16_L128_D31_cat	232724	350	10m01s	0.678	0.586
C32_4_2PR_C64_32_2PR_F_D31_cat	230516	488	10m00s	0.755	0.577
C64_16_1pr_5C32_4_1pr_C64_32_1pr_L64_D31_cat	132916	67	10m03s	0.24	0.242
C64_16_2pr_5C32_4_2pr_C64_32_2pr_F_D31_cat	103732	550	10m00s	0.687	0.592
C64_16_2pr_C32_4_2pr_C64_32_2pr_F_D31_cat	164020	520	10m00s	0.751	0.576
