2 0.916
3 0.68133336
4 0.5955
5 0.6874
6 0.8195
7 0.67242855
8 0.750375
9 0.68844444
10 0.506
11 0.5929091
12 0.5840833
13 0.5047692
14 0.5347857
15 0.4214
16 0.5028125
17 0.54241174
18 0.4626111
19 0.4967895
20 0.38875
21 0.40866667
22 0.43704545
23 0.47886956
24 0.42620835
25 0.44832
26 0.3945
27 0.41785187
28 0.3835357
29 0.42410344
30 0.38896668
31 0.39019355
32 0.3845
33 0.4070303
34 0.3545
35 0.38337144
36 0.3491111
2 0.8655
3 0.7783333
4 0.51125
5 0.8858
6 0.53783333
7 0.6047143
8 0.681125
9 0.52577776
10 0.6349
11 0.46745455
12 0.49033332
13 0.5283077
14 0.5262857
15 0.49553335
16 0.5415625
17 0.51535296
18 0.47166666
19 0.45305264
20 0.51475
21 0.4714762
22 0.4830909
23 0.48604348
24 0.38125
25 0.35604
26 0.4658077
27 0.40522224
28 0.42239285
29 0.41131034
30 0.3854
31 0.3354516
32 0.3945
33 0.4011212
34 0.3367059
35 0.3659143
36 0.36113888
2 0.975
3 0.9536667
4 0.9025
5 0.774
6 0.6915
7 0.72385716
8 0.648
9 0.6198889
10 0.5897
11 0.626
12 0.5115
13 0.44346154
14 0.48092857
15 0.494
16 0.5150625
17 0.49570587
18 0.5655
19 0.45563158
20 0.41975
21 0.48009524
22 0.40968183
23 0.4622174
24 0.348875
25 0.42256
26 0.3996923
27 0.41866666
28 0.36810714
29 0.36548275
30 0.39913332
31 0.37941936
32 0.3526875
33 0.3822424
34 0.36
35 0.37162858
36 0.34672222
2 0.666
3 0.8016667
4 0.902
5 0.5426
6 0.5765
7 0.6357143
8 0.676
9 0.63055557
10 0.6252
11 0.686
12 0.59041667
13 0.5743846
14 0.49335715
15 0.5496
16 0.483375
17 0.46011764
18 0.5341667
19 0.45463157
20 0.40125
21 0.35838094
22 0.44872728
23 0.45369565
24 0.41283333
25 0.42324
26 0.41396153
27 0.37855557
28 0.40189287
29 0.4054138
30 0.3771
31 0.40845162
32 0.36553124
33 0.38857576
34 0.38861763
35 0.38394284
36 0.35044444
2 0.9125
3 0.97833335
4 0.82375
5 0.7562
6 0.5775
7 0.6224286
8 0.6555
9 0.7117778
10 0.5866
11 0.5617273
12 0.5509167
13 0.48946154
14 0.54807144
15 0.5132667
16 0.402625
17 0.50994116
18 0.43427777
19 0.50578946
20 0.4874
21 0.39366665
22 0.41177273
23 0.3516087
24 0.417875
25 0.4484
26 0.3911154
27 0.40074074
28 0.36664286
29 0.3967931
30 0.40916666
31 0.39335483
32 0.37778124
33 0.37121212
34 0.3787059
35 0.3754
36 0.37058333
2 0.9665
3 0.729
4 0.7415
5 0.7202
6 0.6421667
7 0.7105714
8 0.8305
9 0.6022222
10 0.5545
11 0.52827275
12 0.5384167
13 0.6286923
14 0.5658572
15 0.47066668
16 0.4505625
17 0.45194116
18 0.42266667
19 0.4856316
20 0.4696
21 0.44466665
22 0.40545455
23 0.40517393
24 0.444625
25 0.44892
26 0.43376923
