Name	Parameters	Epochs	Time	Training accuracy	Validation accuracy
C64_64_32PR_C64_64_8PR_L128_D31_cat	1413663	25	2m02s	0.433	0.401
C64_64_32PR_C64_64_16PR_L128_D31_cat	1413663	25	2m02s	0.415	0.383
C64_64_32PR_C64_64_32PR_L128_D31_cat	1413663	25	2m02s	0.39	0.381
